992	980000	COMMERCAIL OFFICE BLDG INTERIOR TENANT FINISHED 4260 S.F. PER PLANS / IDFBS # 291132 / RELEASE DATE 11/01/02 / PIKE TWP / MAP 2C	Permits/Structural/Non-Residential/Alteration - Remodel			BLAZE CONSTRUCTION INC
993	980196	STUB	STUB			TGC DEVELOPMENT, INC
994	980980		MINIMUM (ELECTRICAL)			SHIELDS ELECTRIC
995	981981					CONNELLY ELECTRIC COMPANY
996	982982	"SUPPLEMENTAL PERMIT TO 13016-10000-02342 TO REVISE PORTION OF CEILING DETAIL AND ADD SIDING TO STOREFRONT TO COVER THE COLUMN (~6'-3""length)."	Bldg-Alter/Repair	Commercial	(17) Restaurant	Techcraft Construction Inc
997	983983	CITY OF SPEEDWAY Permit Type: OTHROOFING (TEAR OFF/REROOF)	Permits/Structural/One or Two Family/Miscellaneous			ALL STAR BUILDING CORPORATION
998	984984	GAS WATER HEATER	ELECTRICAL			ESB ELECTRIC
999	985985					ACCLAIMED ROOFING OF COLORADO
1000	986986	TOWNHOMES TYPICAL LOT 4104	BUILDING			STANDARD PACIFIC HOMES
1001	987987	ADD FIRE ALARM SAFETY SYSTEM @ 18TH FLOOR RELOCATE 3 SPEAKERS RELOCATE 3 STROBES ADD 3 SPEAK/STROBES ADD 2 SMOKE DETECTORS.	Building Permit		OFFICE	CUPERTINO ELECTRIC CO
1002	988988	REROOF		(B) Alteration	SINGLE FAMILY DWELLING	Allied Roofing of Texas, Inc.
1003	989989	1001-REMOVE EXISTING ROOF AND INSTALL NEW ROOF		(B) Alteration	SINGLE FAMILY DWELLING	HENRY Z ROOFING
1004	990198					BAILEY CUSTOM HOMES LLC
1005	990990	REPLACE HEAT PUMP & AIR HANDLER	ELECTRICAL			SERVICE EXPERTS HEATING & AIR
1006	991991	T.I.	Plumbing	Commercial	N/A	Skelton C L Plumbing Contractors
1007	992992	PERFORM REPAIRS AS PER LINGRUEN ASSOC. TERMITE REPORT #47627 ITEM #1A 1C AND 5A	Building Permit		1 FAMILY DWELLING	LINGRUEN ASSOCIATES
1008	993993	repair wiring for courtyard light	ELECTRICAL			POWER DISTRIBUTION AND CONTROL
1009	994994					LEARNED CONSTRUCTION
1010	995995	RENEWAL OF APPLIC. 2006/08/01/8267 FOR FINAL INSPECTION.	Building Permit		APARTMENTS	TRANSBAY BUILDERS INC.
1011	996996	"12"" FOATION CAP MAX 1/2 UNBAR 1""O/C EPOXY MIN 7"" EMBEDMENT. PERFORM REPAIRS AS PER LINGRUEN ASSOCIATES TERMITE REPORT #49395 ITEM #1A 1B.2A.2B 2C 3B 5A 5B 5C 5D 5E"	Building Permit		1 FAMILY DWELLING	LINGRUEN ASSOCIATES
1012	997997					WESTWIND MECH INC
1013	998998	JACK IN THE BOX COMMERCIAL WATER TAP, FOR &quot;JACK IN THE BOX&quot;. EMERGENCY CONTACT: JERRY JOHNSON #223-5303	Right of Way Permit-Excavation			JERRY L JOHNSON TRUCKING & EXCAVATING INC
1014	999999	ste 2 hand holes and 1 tie in George Huff 317-839-0520 - Plans Uploaded	Right of Way Permit-Excavation			JDH CONTRACTING INC
1015	1000000	REPAIR DAMAGE SERVICE		(B) Reconstruction	TWO FAMILY DWELLING	KIMMEL ELECTRIC CO.
1016	1000200	ALL SECTION I ITEMS ON FOX STRUCTURAL & TERMITE REPORT #11637 DATED 09/26/05.	Building Permit		1 FAMILY DWELLING	FOX STR & TERMITE
1017	1001000	OTI-2 WELLS FARGO 26TH FL EL ME.	Building Permit		OFFICE	SAN MARIN CONSTRUCTION INC.
1018	1002001					COOL HEAT MECHANICAL SYSTEMS LLC
1019	1003002	INSTALL CIRCUIT FOR SIGN	Electrical	Commercial	N/A	G M Signs Inc
1020	1004003	REMOVE SOME STUCDO TO REPLACE DARY ROTTED EXTERIOR PLYWOOD SHEATHING. RPAIR AND REESTUCCO APPROXIMATELY 300SF	Building Permit		1 FAMILY DWELLING	KEEGAN CONTRUCTION INC.
1021	1005004	METES & BOUNDS LEGAL / NEW ATT GAR ADDITION WITH BREEZEWAY 636 SF PER PLANS / INTERIOR REMODEL BSMT (LIVING AREA) 120 SF PER PLANS / FRANKLIN TWP	Drainage Permit-1-2 Family			J C HART COMPANY INC
1022	1007006	Partial Fire alarm on 27th. flr.(2 STROBES RELOCATION OF 3 SPEAKER STROBES FOR THE AVAYA TENANT REMODEL	Building Permit		OFFICE	SIEMENS BLDNG TECHNOLOGIES INC
1023	1008007	ALTERATION TO SHELL	BUILDING			JANSSEN CONSTRUCTION
1024	1009008	REROOFING	Building Permit		1 FAMILY DWELLING	STOP HOME SERVICE ROOFING
1025	1010000	INSTALL VINYL SIDING OVER THE BACK WOOD SECTION OF THE HOUSE ONLY NOT VISABLE FROM STREET NO STRUCTURAL CHANGES.	Building Permit		2 FAMILY DWELLING	The Home Depot - Home Services
1026	1010009	PLUMBING - ALTERATION TYPE 2 REPLACE (2) GAS BOILERS. NO CHANGE IN USE EGRESS OR OCCUPANCY.	ALTERATION		RES - RESID. BLDG - OLD CODE	WASOFF PLBG & UTILITY CO
1027	1010202	WELD INSPECTION PERMIT APPROVED BY ENG MIKE S	Fire Sprinkler	Commercial	N/A	Browning Fire Protection Inc
1028	1011010	REROOFING	Building Permit		1 FAMILY DWELLING	PACIFIC ROOFING CO
1029	1012011	COMMERCIAL SEWER ABANDONMENT/DISCONNECT...EMERGENCY CONTACT: DAVID LEE #856-2751	Permits/Project/NA/NA			HOOSIER EQUIPMENT SERVICE
1030	1012668		MINIMUM (BUILDING)			KLONDYKE INC
1031	1013012	OLIVER TWIST	ELECTRICAL			ADVANCE SIGNS & SERVICE, INC
1032	1014013	INSTALL NEW FUEL TANKS		(B) Alteration or Reconstruction or Renovation	OFFICE BUILDING	CITY OF DALLAS/EBS
1033	1015014	PLUMBING - ALTERATION TYPE 2 INTERIOR RENOVATION FOR APT.9H ON 9TH FLOOR, MINOR PARTITION AND PLUMBING WORK AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY.	ALTERATION		RES - RESID. BLDG - OLD CODE	AQUA BLUE PLBG SVCES CORP
1034	1017016	FUNNEL DRAIN & TRAP PRIMER.	Plumbing	Commercial	N/A	Clark Plumbing & Heating Company Inc
1035	1018017					RAYO ELECTRIC INC
1036	1019018	FOUNDATION REPAIR.		(B) Alteration or Reconstruction or Renovation	SINGLE FAMILY DWELLING	OLSHAN FOUNDATION
1037	1020000	ALTERATION TYPE 2 - CONSTRUCTION EQUIPMENT - FENCE MINOR INTERIOR PARTITION CHANGES WITH PLUMBING WORK, STOREFRONT WORK AND ELECTRICAL LIGHTING. NO CHANGE TO USE EGRESS OR OCCUPANCY UNDER THIS APPLICATION.	ALTERATION		COM - COMMERCIAL BUILDINGS - OLD CODE	442 AMSTERDAM RESTAURANT&
1038	1020019	REPAIR FIRE DAMAGE		(B) Alteration or Reconstruction or Renovation	SINGLE FAMILY DWELLING	RON WILLIAMS CONSTR
1039	1020204		MINIMUM COMBINATION			ONE SOURCE DEVELOPMENT
1040	1021020	CONSTRUCT NEW SFD		(A) New Construction	SINGLE FAMILY DWELLING	HABITAT CONSTRUCTION INC.
1041	1022021	CONSTRUCT NEW SFD		(A) New Construction	SINGLE FAMILY DWELLING	CHOICE HOMES
1042	1023022		SPA ONLY			CALIFORNIA POOLS OF ARIZONA
1043	1024023	INSTALL EXIT SIGNS, BATHROOM EXHAUST FANS, AND GFI RECEPTACLES. (EXIST. CIRCUITS) TO INCLUDE SMOKE DETECTORS AND 200AMP SERVICE.	Electrical	Apartment	N/A	Vanderpas Gregory E
1044	1025024					1ST ELECTRIC CONTRACTORS INC
1045	1026025		SWIMMING POOL			SPARKLING POOLS INC
1046	1028027	PLUMBING - ALTERATION TYPE 2 MODERATE REHABILITATION TO ENTIRE BUILDING WITH NEW ROOFING,REPLACEMENT OF WINDOWS,MINOR PLUMBING WORK,EXTERIOR MASONRY REPAIRS AND GENERAL REPAIRS AS PER PLANS FILED. NO CHANGE IN USE,EGRESS OR OCCUPANCY.	ALTERATION		RES - RESID. BLDG - OLD CODE	CLOVERDALE MASTER P&H INC
1047	1029028	INSTALL WATER HEATER		(B) Alteration or Reconstruction or Renovation	SINGLE FAMILY DWELLING	MILTON B LEVY & SON
1048	1030000	ALTERATION TYPE 2 - GEN. CONSTR INSTALLATION OF NEW WALLS, DOORS AND CEILINGS ON THE 23RD FLOOR AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS OR OCCUPANCY.	ALTERATION		COM - COMMERCIAL BUILDINGS - OLD CODE	STRUCTURETONE
1049	1030029	ALTERATION TYPE 2 - STRUCTURAL FILING HEREWITH FOR STRUCTURAL MODIFICATIONS AS PER PLANS. NO CHANGE IN USE EG RESS OR OCCUPANCY.	ALTERATION		COM - COMMERCIAL BUILDINGS - OLD CODE	STRUCTURE TONE INC
1050	1030206	WATER METER INSTALLATION	PLUMBING			PIPETECHS, LLC
1051	1031030					CHACON HEATING AND COOLING LLC
1052	1032031	METES AND BOUNDS LEGAL / INDUSTRIAL INT REMODEL 3450SF PER PLANS / CDR: 328056 / I3S / WARREN TWP	Permits/Structural/Non-Residential/Alteration - Remodel			GIBRALTAR CONSTRUCTION CORP
1053	1033032	REPLACE GREASE TRAP		(B) Alteration or Reconstruction or Renovation	INDUSTRIAL (INSIDE)	NEW GENERATION MECHANICAL LLC
1054	1034033	REROOFING.	Building Permit		1 FAMILY DWELLING	ARMSTRONG INSTALLATION SERVICE INC.
1055	1035034	EXTEND THE SIGLE FAMILY BUILDING AT REAR SIDE OF BUILDING. EXTENSION WILL INCLUDE A BEDROOM 2 BATHS ON 2ND FLR REMODEL EXIST BATH KITCHEN/FAMILY ROM AND 1/2 BATH ON MAIN FLOOR BEDROOM AN D BATH PLUS 1/2 BATH ON GR FLOOR AND ENTERTAINMENT ROOM	Building Permit		1 FAMILY DWELLING	CUSTOM CONCEPTS
1056	1036035					SCHMIDT ROOFING INC
1057	1037036	REPLACE 4 WINDOWS SIZE FOR SIZE WOOD TO WOOD COMPOSITE NOT VISIBLE FROM ST. U VALVE 0.39	Building Permit		1 FAMILY DWELLING	HOME WORKS INC/KITCHEN WORK INC
1058	1038037	PLUMBING - NEW BUILDING	NEW BUILDING		F-1B - ASSEMBLY (CHURCHES, CONCERT HALLS	S.J. VISION & SON P & H
1059	1038950		FENCE			TRIPLE S FENCE COMPANY
1060	1038958		FENCE			TRIPLE S FENCE COMPANY
1061	1038966		FENCE			TRIPLE S FENCE COMPANY
1062	1038974		FENCE			TRIPLE S FENCE COMPANY
1063	1040000	CONSTRUCT NEW SFD		(A) New Construction	SINGLE FAMILY DWELLING	DALLAS AREA HABITAT FOR HUMANITY
1064	1040039	spa excavation and backfill (50 c.y.)	Grading	1 or 2 Family Dwelling	(70) Grading - Hillside	Marten Darin Construction
1065	1040208	ALTERATION TYPE 2 - GEN. CONSTR REMOVE NON-LOAD BEARING PARTITIONS AND SUSPENDED CEILINGS AND REPLACE WITH NEW NO CHANGE IN USE EGRESS OR OCCUPANCY	ALTERATION		H-2 - INSTITUTIONAL (INCAPACITATED)	NOCOR CONSTRUCTION INC
1066	1041040	ALTERATION TYPE 3 - CONSTRUCTION EQUIPMENT - SIDEWALK-SHED INSTALLATION OF LIGHT DUTY SIDEWALK SHED 32&#039;L X 10&#039;H X 10&#039;W IN FRONT OF THE BUILDING.	ALTERATION		J-2 - RESIDENTIAL APT HOUSE	L & Z RESTORATION CORP
1067	1042041	Roofing and Siding and Windows	Notification			EXTERIOR HOME IMPROVEMENT INC
1068	1043042	DETACHED GARAGE	BUILDING			SAUSSY BURBANK GC., LLC
1069	1044043	MECHANICAL & ELECTRICAL WORK ONLY. MODLIFY DUCT SUPPLY AND RETURNS FOR NEW OFFICE LAY OUT. INSTALL LIGHTS AND OUTLETS AS PER DESIGN.	Building Permit		OFFICE	RUDOLPH COMM'L INTERIORS
1070	1045044	REPLACE HYBRID HEAT SYS	ELECTRICAL			AMERICAN RESIDENTIAL SERVICES
1071	1046045	New fire alarm system includes manual pull stations smoke detectors control modules and detectors for elevator controle monitor modules for sprinkler system supervision audible/visual notification appliances booster power supplies fo strobe circuits.	Building Permit		APARTMENTS	BRAYER ELECTRIC COMPANY
1072	1047046	BUILDING RESIDENTIAL REMODEL PER CONTRACTORS SCOPE OF WORK AND SUBMITTED FLOOR PLAN 4226SF/ FOR EXISTING SFR / *** ANY AND ALL CRAFT WORK TO BE DONE BY LICENSED CONTRACRTORS ** / CENTER TWP / D5	Permits/Structural/One or Two Family/Alteration - Remodel			E W GENERAL CONSTRUCTION LLC
1073	1048047	New fire alarm system for 20 units Appartment.	Electrical	Apartment	N/A	Drt Electric Co
1074	1049048	ALTERATION TYPE 2 - GEN CONST INTERIOR RENOVATION TO PART OF OFFICE SPACE ON THE 3RD FLOOR, CONSTRUCT NEW PARTITIONS, ALL AS PER PLAN. NO CHANGE IN USE EGRESS OR OCCUPANCY.	ALTERATION		COM - COMMERCIAL BUILDINGS - OLD CODE	DALCRO INTERIORS INC
1075	1050000	2010-REPLACE WATER SERVICE		(B) Renovation	SINGLE FAMILY DWELLING	BAKER BROTHERS ROTOVISION
1076	1050049	2010-REPLACE WATER SERVICE		(B) Renovation	SINGLE FAMILY DWELLING	AAA AUGER
1077	1050210	PERMIT TO RE-COPPER OF ENTIRE BUILDING WORK COMPLETED IN 1999 ORIGINAL PERMIT # 98042-70000-13607.	Plumbing	Apartment	N/A	French William
1078	1052051	"14th floor-addition of 20 speakers 2 smoke detectors one strobe power supply for 14th floor tenant ""Baker McKenzie"""	Building Permit		OFFICE	SIEMENS BLDNG TECHNOLOGIES INC
1079	1053052	STORM DEMAGE residental interior & exterior sfr / det gar 1900 sf per list / perry twp / 40 c	Permits/Project/NA/NA			DOC G KEYS & SONS INC
1080	1054053	REMODEL KITCHEN AND BATHROOM.	Building Permit		1 FAMILY DWELLING	ORIENTAL CONSTRUCTION & METAL CORP.
1081	1055054	INSTALLATION OF AIR CONDITIONG SYSTEM INTO EXISTING HEATING AND VENTILATION SYSTEM AT AFLOORS 1 TO 4 . REFER TO SITE PERMIT 200309265850'S' INTERIOR WORK ONLY.	Building Permit		APARTMENTS	CAHILL CONTRACTORS INC.
1082	1056055	REPLACING WATER HEATER	PLUMBING			CAPITOL CITY PLUMBING
1083	1057056		TRASH ENCLOSURE			DL WITHERS CONSTRUCTION
1084	1058057	REMODEL (E) KITCHEN & BATHROOM AT 2ND FLOOR. REPAIR LIVING ROOM CEILING.	Building Permit		1 FAMILY DWELLING	DE WELL CONSTRUCTION INC
1085	1059058	Supplemental permit to add pressure regulator vale and gas line.	Plumbing	Apartment	N/A	Melvin'S Plumbing And Heating
1086	1060000	TO RENEW PA# 2006/09/21/2970 FOR FINAL INSPECTION ONLY.	Building Permit		1 FAMILY DWELLING	DACORA
1087	1060059	repair cut ground wire at meters		(B) Alteration	MULTI-FAMILY DWELLING	MCCULLOCH ELECTRIC
1088	1060212	NEW BUILDING - CONSTRUCTION EQUIPMENT - FENCE N/A	NEW BUILDING		R-2 - RESIDENTIAL: APARTMENT HOUSES	ELLIOTT DEVELOPMENT CORP
1089	1061060	FINISH BONUS ROOM	BUILDING			PRESERVATION HOMES
1090	1062061	REPLACING WATER SERVICE LINE	PLUMBING			SCHWARTZ PLUMBING CO
1091	1063062		FENCE			AGGIE LANDSCAPE INC
1092	1064063	1ST FLOOR: TENANT IMPROVEMENT - FIRE ALARM ADD 1 SMOKE DETECTOR & 3 HORN STROBES	Building Permit		OFFICE	JIMMY CARL DUARTE ELECTRIC
1093	1065064	EXISTING RETAINING WALL	BUILDING			THE DREES HOMES COMPANY
1094	1066065	Res Rem CROOKED CREEK HEIGHTS, SEC 14 / RES REMODEL OF 2 STY SFR DUE TO FIRE DAMAGE / 4615 SF / D3 / PIKE TWP	Structural Permit-1-2 Family-Alteration-Remodel			COMPLETE RESTORATION SERVICES INC
1095	1067066	ALTERATION TYPE 3 - CONSTRUCTION EQUIPMENT - SIDEWALK-SHED INSTALLATION OF TEMPORARY HEAVY DUTY SIDEWALK SHED FOR REMEDIAL REPAIRS IN 35-15 94 STREET,QUEENS AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.SIDEWALK SHED SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE. NO STORAGE PERMITTED ON SIDEWALK SHED. LIVE LOAD 300PSF.	ALTERATION		RES - RESID. BLDG - OLD CODE	METRO CONTRACTING NY, INC
1096	1068067	ALTERATION TYPE 2 - SPRINKLER SPRINKLER WORK ON 17TH FLOOR AS PER PLANS. NO CHANGE USE, OCCUPANCY OR EGRESS.	ALTERATION		E - BUSINESS	SIRINA FIRE PROTECTION CORP
1097	1069068	PLUMBING - ALTERATION TYPE 1 ALTERATION TO EXISTING DETACHED ONE CAR GARAGE AND TO ADDRESS ECB VIOLATION 34494061H TO REPAIR/REPLACE ROOF AND GUTTERS OF EXISTING GARAGE. FENCE FILED UNDER NB OF 483 INGRAM AVENUE. NOTE: ASBESTOS ASSESSMENT REPORT ACP5 FILED IN JOB # 520062100	ALTERATION		U - UTILITY / MISCELLANEOUS	CHARLES J. DEHART JR P&H
1098	1070000	REMODEL  ( 4 ) BATHROOMS	BUILDING			FULL CIRCLE CONST & DEV
1099	1070069	ADD ELECTRICAL SUB- PANEL	ELECTRICAL			IMPERIAL ELECTRIC
1100	1070214	PHASE 5/COURTYARD	BUILDING			ADOLFSON & PETERSON CONSTRUCTI
1101	1071070	INSTALL KITCHEN HOOD FIRE SUPPRESSION SYSTEM	MECHANICAL			TRIANGLE FIRE EXTINGUISHER
1102	1072071	RELOCATE MOBILE CLASSROOM	RIGHT OF WAY			LEWIS, INC., C. BLAKE
1103	1073072		NATIVE PLANT			Black Eagle Nusery
1104	1074073	REVISION TO PA# 200703095903S-CHANGE (E) USE OF SPACE ON 2ND & 3RD FLOOR. REMOVE PARTITION WALL ON 2ND FLR TO CONVERT 2 (E) BEDROOMS TO FAMILY ROOM. ADD NEW PARTITION WALLS ON 3RD FLOOR TO MAKE FAMILY RM INTO 2 NEW BEDROOMS. NO WORK ON 1ST FLOOR MINOR STRUCTURAL CHANGES NEEDED	Building Permit		1 FAMILY DWELLING	R C M CONSTRUCTION ASSOCIATES INC.
1105	1075074	MODIFY EXISTING KITCHEN & BATH	BUILDING			MADISON, WILLIAM
1106	1076075	REPLACE 16 WINDOWS & 4 DOORS INTO (E) OPENINGS. NOT VISABLE FROM THE STREET. ALUMINUM TO WHITE VINYL. NO STRUCTURAL CHANGES. U FACTOR 0.67 MAX. ALL WORK TO BE DONE ON REAR OF HOUSE.	Building Permit		1 FAMILY DWELLING	CUSTOM EXTERIORS INC
1107	1077076	REPLACING POLY WITH CPVC	PLUMBING			PLUMBING EXPRESS
1108	1078077	SCREEN PORCH	BUILDING			MCG CONSTRUCTION
1109	1079078	STREET CUT	STREET CUT			PRINCE TELECOM, INC
1110	1080000		SIGNS-PERMANENT			ABI Lighting & Signs
1111	1080079	BUILDING ROOFING AND GUTTER INSTALLATION	Permits/Notification/NA/NA			BUILDMORE INC
1112	1080216		SIGNS-PERMANENT			AIRPARK SIGNS & GRAPHICS
1113	1081080	SFD	BUILDING			HOLLINGSWORTH & WHITE, INC
1114	1082081	Change out gas furnace and a/c like for like	ELECTRICAL			ELECTRIC EXPRESSION
1115	1083082	Interior finish upgrade to an existing mercantile space including new interior finishes relocation and supplement of existing light fixtures new display casework new hand and guard rails of existing stairs. MEP under separate permit	Building Permit		RETAIL SALES	FINE LINE GROUP INC
1116	1084083	INTERIOR REMODEL/TENANT IMPROVEMENT TO EXISTING GAS STATION CONVENIENCE STORE SALES AND FOOD PREP AREAS AND BATHROOMS. EXTERIOR ON-SITE WORK, BLDG. & CANOPY FASCIA MAINTENANCE/REFACE UPGRADE (NO STRUCTURAL WORK). NEW CEILING TILES AND NON BEARING PARTITIONS. SIGNS UNDER SEPARATE PERMIT.	Bldg-Alter/Repair	Commercial	(9) Gas Station	Thomas Charles E Company Inc
1117	1085084		MECHANICAL			AIRMAKERS HEATING & A / C
1118	1086085	REROOFING	Building Permit		1 FAMILY DWELLING	TOM LEE ROOFING INC
1119	1087086		MULTI-FAMILY (BASE FEE)			CACHET CAPITAL INC
1120	1088087		RET WALL W/ FENCE			MERITAGE HOMES CONSTRUCTION
1121	1089088	change out tub and valve unit f	PLUMBING			MEG CONSRUCTION COMPANY, INC
1122	1090089	SOUNDPROOFING AT LAX. CNEL=65 dB	Bldg-Alter/Repair	1 or 2 Family Dwelling	(1) Dwelling - Single Family	Westcoast Corp
1123	1090218	11120 METES AND BOUNDS / COMM INT REMODEL - FIRE RESTORATION / 3 UNITS / 1600 SF / CDR: ?? / CONST TYPE: ?? / OCC: ?? / D7 / LAWRENCE	Structural Permit-Multi-Family-Alteration-Remodel			BLACK DIAMOND CONSTRUCTION LLC
1124	1091090	INSTALL 4X10 VENT HOOD		(B) Alteration or Reconstruction or Renovation	RESTAURANT WITHOUT DRIVE-IN SERVICE	FRANTEX A/C & HEATIN
1125	1092091	INSTALL 61 FA DEVICES		(B) Alteration or Reconstruction or Renovation	CUSTOM BUSINESS SERVICES	FIRE SAFETY SOLUTION
1126	1093092	SUPPLEMENTAL PERMIT FOR ADDITIONAL FIXTURES, SEE t8260	Plumbing	Commercial	N/A	J P Rooter
1127	1094093	NEW SERVICE, LIGHTS, OUTLETS, HVAC, GARAGE POWER FOR NEW HOUSE.	Electrical Permit-1-2 Family-New Install			BARTH ELECTRIC CO INC
1128	1095094	BACKFILL FOR PROPOSED RETAINING WALL.	Grading	Commercial	(60) Grading - Non-Hillside	Donaldson John W
1129	1096095	NEW 7 UNIT APARTMENT BUILDING. SEWER ENGINEERING NUMBER S2007810895	Plumbing	Apartment	N/A	Affordable Quality Construction-Aqc
1130	1097096	PLUMBING - ALTERATION TYPE 2 INSTALLATION OF SPRINKLER SYSTEM IN CONJUNCTION WITH NEW BUILDING APPLICATION #320142555. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.	ALTERATION		A-3 - ASSEMBLY: OTHER	PREMIER PLBG & HTG CORP
1131	1098097	replace a ductless mini split like for like	ELECTRICAL			SHUMATE MECHANICAL-RALEIGH, IN
1132	1099098	REROOFING	Building Permit		1 FAMILY DWELLING	M BR CONSTRUCTION INC
1133	1100000	INTERIOR DEMO ONLY BACK TO SHELL		(B) Alteration or Reconstruction or Renovation	THEATER	ABSTRACT CONSTRUCTION CO.
1134	1100099		SWIMMING POOL W/SPA			MARSHALLS POOL AND PATIO
1135	1100220	REMOVE/REPLACE WALL FURNACE. W/ PERMIT 06041-10000-06926.	HVAC	1 or 2 Family Dwelling	N/A	Buzz - Ann Construction
1136	1101100	CONSTRUCT RESIDENTIAL POOL AND DECK		(B) Alteration or Reconstruction or Renovation	SINGLE FAMILY DWELLING	TAHITIAN POOLS INC.
1137	1102101	PLUMBING - ALTERATION TYPE 2 REPLACE (3) GAS BOILERS (NYC BOILER NO MD5239-01,-02,-03). NO CHANGE IN USE EGRESS OR OCCUPANCY.	ALTERATION		RES - RESID. BLDG - OLD CODE	HAY MECHANICAL SOLUTIONS
1138	1103102	SFD	BUILDING			Pulte Homes
1139	1104103	"CARPORT #3; PROPOSED NEW 15'-10"" X 76' 8-CAR CARPORT FOR APARTMENT COMPLEX. ALL STANDARD STALLS."	Bldg-New	Apartment	(7) Carport	T D I California Construction Services Lp
1140	1105104		SFR-FAX PERMIT			GOLDEN HERITAGE CONSTRUCTION
1141	1106105	GRO FLOOR: RELOCATE FIRE SPINKLER HEADS PER TENANT IMPROVEMENTS TOTAL 16 RELO.	Building Permit		OFFICE	AYOOB & PEERY PLUMBING
1142	1107106	ALTERATION TYPE 2 - GEN. CONSTR PROPOESED TO INSTALL NEW HVAC SYSTEM, RELATED DUCTS, REPLACE CEILING AND REPAIR BUILDING FACADE AS PER DRAWINGS HEREWITH FILED. NO CHANGE IN EGRESS, USE OR OCCUPANCY.	ALTERATION		F-1B - ASSEMBLY (CHURCHES, CONCERT HALLS	BEST VALANA CONSTRUCTION
1143	1108107	REPLACE WALL HEATER.	HVAC	1 or 2 Family Dwelling	N/A	O & M Construction
1144	1109108	Install new CSFD damper & grille	HVAC	Commercial	N/A	Rawlings Mechanical Corporation
1145	1110109	PLUMBING - NEW BUILDING /b> ENTIRE	NEW BUILDING		J-3 - RESIDENTIAL 1-2 FAMILY HOUSES	MPC PLUMBING & HEATING IN
1146	1110222	GAS FURNACE	ELECTRICAL			HENSON ELECTRIC
1147	1111110	INSTALL GAS LIGHTS	MECHANICAL			PUBLIC SERVICE CO
1148	1112111	LOT 137, EDWARDS NORTHWESTERN PARK / RES MISC RENO / 1600SF EXIST / D5 / CENTER TWP	Structural Permit-1-2 Family-Renovation			ACT DEVELOPMENT LLC
1149	1113112	DRYWALL PATCH, STUCCO PATCH & SHEAR WALL REPAIR PER LA CITY STD TYPE V CONSTRUCTION	Bldg-Alter/Repair	1 or 2 Family Dwelling	(1) Dwelling - Single Family	Garland Restoration Inc
1150	1114113		COMM REMODEL INT ONLY			WESPAC CONSTRUCTION INC
1151	1115114	RECONNECT GAS FURNACE AND AC UNITS	ELECTRICAL			J.H. POOLE ELECTRIC SERVICE, I
1152	1116115		DEMOLITION-COMM			WESPAC CONSTRUCTION INC
1153	1117116	BATHROOM REMODEL (NEW TILE FAUSETS TOOB TOILET VANITY) LIGHTS FIXTURES TO BE FLORESCENT OR ON OCCUPANCY SENSOR. NO DOORS WINDOWS WALLS TO BE REMOVED.	Building Permit		2 FAMILY DWELLING	MAGIC CONSTRUCTION
1154	1118117	FLOOR 9TH UNIT 9A - REMODEL KITCHEN & BATHS (1 KITCHEN 1 BATH & 1/2 BATH). NEW CABINETS COUNTERTOPS & TILE FLOOR AT KITCHEN NEW FIXTURES TILE COUNTERS PATCH PAINT WALLS & CEILINGS AT BATHS.	Building Permit		APARTMENTS	C 3 REMODEL INC
1155	1119118	PLUMBING - ALTERATION TYPE 2 RENOVATION OF AN EXISTING COMMERICAL SPACE. ARCHITECTURAL, PLUMBING AND SPRINK LER WORK AS PER PLANS. NO CHANGE OF USE, OCCUPANCY OR EGRESS.	ALTERATION		COM - COMMERCIAL BUILDINGS - OLD CODE	BROADTRADE P & H INC
1156	1120000	ROOM ADDITION		(G) Addition	SINGLE FAMILY DWELLING	QUILLAN TRACE CORP
1157	1120119	REAR WINDOW MOVED APPROX. 3' FROM SOUTH EDGE OF WALL TO NORTH SIDE OF WALL. SINGLE SWINGING DOOR AT REAR OF BUILDING CHANGED TO DOUBLE FRENCH DOORS PREVIOUS PA# 200712271393.	Building Permit		1 FAMILY DWELLING	H M W DEVELOPMENT INC
1158	1120224	REPLACING HEAT PUMP SYSTEM	MECHANICAL			AIRMAKERS HEATING & A / C
1159	1121120	SUPPL. PERMIT TO PERMIT #12016-10000-03032 TO replace drywall. (no new walls added).	Bldg-Alter/Repair	1 or 2 Family Dwelling	(1) Dwelling - Single Family	Golden Point Construction
1160	1122121	STREET CUT	STREET CUT			MAMMOTH GRADING, INC
1161	1123122		MINIMUM COMBINATION			SILVER CITY RESORATION
1162	1124123	2008-INSTALL WATER HEATER		(B) Renovation	SINGLE FAMILY DWELLING	OLSHAN FOUNDATION RPR LLC DBA OLSHAN PLBG & SAME DAY WATER
1163	1125124	1115-INTERIOR REMODEL ONLY		(B) Renovation	PERSONAL SERVICE USE	D & D ALL TRADES
1164	1126125	ALTERATION TYPE 2 - CONSTRUCTION EQUIPMENT - SIDEWALK-SHED ERECT SIDEWALK SHED	ALTERATION		RES - RESID. BLDG - OLD CODE	ROB HERSCHENFELD DES INC
